"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot)."
"Retzer Gold ungebeizt","Pumpkins / Squash","Oil pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/oil_pumpkins/retzer_gold_ungebeizt/","[9,10]","Kü30","10 g",true,"220.42 g",,"[17,18,19,20]",,,,"from end of April to beginning of May (depending on the location); minimum soil temperature 10°C!","40-45cm within the row, 1.80 m between the rows.","3.6-3.8kg/hectare, TSW 210g.",,,,,,,,,,,,,,,,,,,,,,,,,,
"Retzer Gold gebeizt","Pumpkins / Squash","Oil pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/oil_pumpkins/retzer_gold_gebeizt/","[9,10]","Kü31",,true,"218.70 g",,"[17,18,19,20]",,,,"from end of April to beginning of May (depending on the location); minimum soil temperature 10°C!","40-45cm within the row, 1.80 m between the rows.","3.6-3.8kg/hectare, TSW 210g.",,,,,,,,,,,,,,,,,,,,,,,,,,
"Attraktion","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/attraktion/","[4,5,6,7,8]","Sa13","approx. 200-250 plants",true,"1.02 g",,"[8,9,10,11,12]",,"forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lucinde","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/lucinde/","[6,7,8,9,10,11,12,13,14,15,16]","Sa7","0.5 g",true,"1.20 g",,"[10,11,12,13,14,15,16,17,18,19]",,"forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murielle","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/murielle/","[5,6,7,8]","Sa117","for about 300 plants",true,"1.00 g",,"[8,9,10,11,12]",,"forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merveille des quatre saisons","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/merveille_des_quatre_saisons/","[6,7,8,9,10,15,16,17]","Sa16","approx. 200 plants",true,"1.13 g",,"[10,11,12,17,18,19]",,"forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ovation","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/ovation/","[6,7,8,9,10,11,12,13,14]","Sa17","0.6 g",true,"0.93 g",,"[11,12,13,14,15,16,17,18]",,"forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adinal","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/adinal/","[5,6,7,8,9,10,11,12,13]","Sa75","0.4 g",true,"1.12 g",,"[10,11,12,13,14,15,16,17,18,19,20]",,"forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maikönig","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/maikoenig/","[5,6,7,8,9]","Sa12","approx. 200-250 plants",true,"1.28 g",,"[8,9,10,11]",,"forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Einfache Schnitt 3","Parsley",,"https://www.reinsaat.at/shop/EN/parsley/einfache_schnitt_3/","[5,6,7,8,9,10,11,12]","Pe10","für ca. 3-4m²",true,"1.72 g",,"[9,10,11,12,13,14,15,16,17,18,19,20]",,"20-30 cm row spacing","shallow seed placement; until 1 cm – do not allow to dry during the germination (possibly cover with fleece)",,,"approx. 100-150 g/are; 1.5-2 g/m²; TSW: 1.2-1.8 g","March to beginning of July",,,,,,,,,,,,,,,,,,,,,,,,,
"Gigante d‘Italia","Parsley",,"https://www.reinsaat.at/shop/EN/parsley/gigante_d_italia/","[5,6,7,8,9,10,11,12,13,14]","Pe11","2 g",true,"1.82 g",,"[11,12,13,14,15,16,17,18,19,20]",,"20-30 cm row spacing","shallow seed placement; until 1 cm – do not allow to dry during the germination (possibly cover with fleece)",,,"approx. 100-150 g/are; 1.5-2 g/m²; TSW: 1.2-1.8 g","March to beginning of July",,,,,,,,,,,,,,,,,,,,,,,,,
"Grüne Perle","Parsley",,"https://www.reinsaat.at/shop/EN/parsley/gruene_perle/","[5,6,7,8,9,10,11,12]","Pe13","2 g",true,"1.31 g",,"[9,10,11,12,13,14,15,16,17,18,19,20]",,"20-30 cm row spacing","shallow seed placement; until 1 cm – do not allow to dry during the germination (possibly cover with fleece)",,,"approx. 100-150 g/are; 1.5-2 g/m²; TSW: 1.2-1.8 g","March to beginning of July",,,,,,,,,,,,,,,,,,,,,,,,,
"Mooskrause 2","Parsley",,"https://www.reinsaat.at/shop/EN/parsley/mooskrause_2/","[5,6,7,8,9,10,11,12,13,14]","Pe12","2.5 g",true,"1.39 g",,"[9,10,11,12,13,14,15,16,17,18,19,20,21,22]",,"20-30 cm row spacing","shallow seed placement; until 1 cm – do not allow to dry during the germination (possibly cover with fleece)",,,"approx. 100-150 g/are; 1.5-2 g/m²; TSW: 1.2-1.8 g","March to beginning of July",,,,,,,,,,,,,,,,,,,,,,,,,
"Farewell to spring","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/atlasblume/","[6,7,8]","B194","0.1",false,"0.66 g",,,,,,,,,,"[11,12,13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Cornflower ""Black Ball""","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/kornblume_black_ball/","[5,6,7,8,9,10,17,18]","B226","0,5 g",false,"5.13 g",,,,,,,,,,"[11,12,13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Corn Cockle","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/corn_cockle/","[5,6,7,8,9]","B10","3.5 g",false,"10.33 g",,,,,,,,,,"[11,12,13,14]",,,,,,,,,,,,,,,,,,,,,,,,
"Blue Woodruff","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/blue_woodruff/","[7,8,9,10]","B122","0.08 g",false,"0.99 g",,,,,,,,,,"[11,12,13,14,15,16,17,18]",,,,,,,,,,,,,,,,,,,,,,,,
"Marigold yellow/orange","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/marigold_yellow_orange/","[6,7,8,9,10,11]","B8","für ca. 50 Pflanzen",false,"9.94 g",,,,,,,,,,"[12,13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"California Poppy","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/california_poppy/","[7,8,9]","B65","für ca. 50 Pflanzen",false,"1.64 g",,,,,,,,,,"[10,11,12,13,14,15,16,17,18,19]",,,,,,,,,,,,,,,,,,,,,,,,
"Cornflowers mixture","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/cornflowers_mixture/","[5,6,7,8,9,10,17,18]","B68","für ca. 100 Pflanzen",false,"4.63 g",,,,,,,,,,"[11,12,13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Sunflower, Autumn Beauty","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/sunflower_autumn_beauty/","[7,8,9,10,11]","B89","1.5 g",false,"18.14 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Sunflower „Henry Wilde“","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/sunflower_henry_wilde/","[7,8,9,10,11]","B31","1.5 g",false,"30.16 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Flowering Flax","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/flowering_flax/","[7,8,9,10,11]","B69","0.5 g",false,"3.00 g",,,,,,,,,,"[12,13,14,15,16,17,18,19]",,,,,,,,,,,,,,,,,,,,,,,,
"Dwarf Lupine","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/dwarf_lupine/","[6,7,8,9,10,11]","B175","0.7 g",false,"27.53 g",,,,,,,,,,"[11,12,13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Annual Malope","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/annual_malope/","[7,8,9,10]","B61","0.4 g",false,"3.45 g",,,,,,,,,,"[13,14,15,16,17,18]",,,,,,,,,,,,,,,,,,,,,,,,
"Climbing nasturtium","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/climbing_nasturtium/","[7,8,9,10,11,12]","B67","20 Seeds",false,"128.04 g",,,,,,,,,,"[12,13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Ziermohn Pravec, gefüllt","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/ziermohn_pravec_gefuellt/","[6,7,8,9,10]","B142","0.08 g",false,"0.30 g",,,,,,,,,,"[11,12,13,14]",,,,,,,,,,,,,,,,,,,,,,,,
"Garden Nasturtium","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/garden_nasturtium/","[7,8,9,10,11,12]","B51","20 Seeds",false,"141.23 g",,,,,,,,,,"[12,13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Sonnenblume, Italian White","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/sonnenblume_italian_white/","[7,8,9,10,11]","B90","0.5 g",false,"6.93 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Wohlriechender Odermennig","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/wohlriechender_odermennig/","[4,5,6,7]","B223","1,5 gr",false,"41.00 g",,,,,,,,,,"[12,13,14,15,16,17]",,,,,,,,,,,,,,,,,,,,,,,,
"Hornveilchen","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/hornveilchen/","[7,8,9,10]","B75","für ca. 150 Pflanzen",false,"0.61 g",,,,,,,,,,"[11,12,13,14,15,16,17,18]",,,,,,,,,,,,,,,,,,,,,,,,
"Ochsenherz","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/ochsenherz/","[9,10,11]","Mö17","2.5 g",true,"1.07 g",,"[14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,,,,,,,,,,,,,
"Dolciva","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/dolciva/","[5,6,7,8,9,10,11,12]","Mö19","2.5 g",true,"1.09 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,,,,,,,,,,,,,
"Nantaise 2/ Milan","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/nantaise_2_milan/","[5,6,7,8,9,10]","Mö9","2.5 g",true,"1.15 g",,"[13,14,15,16,17,18,19]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,,,,,,,,,,,,,
"Rodelika","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/rodelika/","[8,9,10,11,12,13]","Mö11","ca. 50 Pflanzen",true,"1.04 g",,"[14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,,,,,,,,,,,,,
"Marigold orange","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/marigold_orange/","[6,7,8,9,10,11]","B12","1 g",true,"8.02 g",,,,,,,,,,"[12,13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Krallen-Aster Sorrell","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/krallen-aster_sorrell/","[8,9,10,11]","B176","0.1 g",true,"1.93 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Krallen-Aster Karthäuser","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/krallen-aster_karthaeuser/","[8,9,10,11]","B177","0.1 g",true,"2.08 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Krallen-Aster Kameo","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/krallen-aster_kameo/","[8,9,10,11]","B178","0.1 g",true,"1.90 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Dame’s violet","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/dame_s_violet/","[10,11,12,13,14,15,16]","B152","0.5 g",false,"2.25 g",,,,,,,,,,"[9,10,11,12,13,14]",,,,,,,,,,,,,,,,,,,,,,,,
"Forget-me-not white","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/forget-me-not_white/","[11,12,13,14]","B190","0.1 g",false,"0.70 g",,,,,,,,,,"[8,9,10,11,12]",,,,,,,,,,,,,,,,,,,,,,,,
"Sunflower Paccino","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/sunflower_paccino/","[7,8,9,10,11]","B96","20 Seeds",true,"26.52 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Cornflower Barbara","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/cornflower_barbara/","[5,6,7,8,9,10,17,18]","B27","0.5 g",true,"3.90 g",,,,,,,,,,"[11,12,13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Cornflower Blauer Junge","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/cornflower_blauer_junge/","[5,6,7,8,9,10,17,18]","B16","0.6 g",true,"4.28 g",,,,,,,,,,"[11,12,13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Islandmohn","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/islandmohn/","[7,8,9,10,11,12,17,18]","B47","für ca. 300 Pflanzen",false,"0.10 g",,,,,,,,,,"[11,12,13,14,15]",,,,,,,,,,,,,,,,,,,,,,,,
"Moldavian Dragonhead","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/moldavian_dragonhead/","[7,8,9,10]","B28","1 g",true,"2.13 g",,,,,,,,,,"[13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Sunflower Velvet Queen","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/sunflower_velvet_queen/","[7,8,9,10,11]","B34","1g",true,"24.60 g",,,,,,,,,,"[13,14,15,16,17,18,19,20]",,,,,,,,,,,,,,,,,,,,,,,,
"Valerian","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/valerian/","[6,7,8,9,10,11,14,15,16]","B147","0.2 g",false,"0.57 g",,"[17,18]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meadow sage","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/meadow_sage/","[9,10,11,12,13,14,15,16]","B186","0.4 g",false,"1.52 g",,,,,,,,,,"[11,12,13,14]",,,,,,,,,,,,,,,,,,,,,,,,
"Goldlack","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/goldlack/","[6,7,8,9,10]","B138","0.2 g",false,"1.31 g",,,,,,,,,,"[9,10,11,12]",,,,,,,,,,,,,,,,,,,,,,,,
"St John’s Wort","Flowers and herbs","Biennial and perennial","https://www.reinsaat.at/shop/EN/flowers_and_herbs/biennial_and_perennial/st_john_s_wort/","[7,8,9,10,11,12,13,14]","B35","0.05 g",true,"0.15 g",,,,,,,,,,"[11,12,13,14,15,16]",,,,,,,,,,,,,,,,,,,,,,,,
"Palla rossa 506 TT","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/palla_rossa_506_tt/","[11,12,13,14]","Sa79","0.25 g",true,"1.45 g",,"[21,22,23,24]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Grumolo verde","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/grumolo_verde/","[11,12,13,14]","Sa44","1,5 g",false,"1.42 g",,"[5,6,7,8]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Rossa di Verona a palla","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/rossa_di_verona_a_palla/","[11,12,13,14]","Sa46","1.5 g",false,"1.43 g",,"[5,6,7,8]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Rossa di Treviso","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/rossa_di_treviso/","[11,12,13]","Sa47","2 g",false,"1.50 g",,"[17,18,19]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Palla rossa Vinci TT","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/palla_rossa_vinci_tt/","[11,12,13,14]","Sa78","0.3 g",true,"1.75 g",,"[19,20,21,22]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Treviso 206 TT","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/treviso_206_tt/","[11,12,13,14]","Sa81","0.25 g",true,"1.40 g",,"[19,20,21,22]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Castelfranco Fenice TT","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/castelfranco_fenice_tt/","[11,12,13,14]","Sa83","0.25 g",true,"1.50 g",,"[19,20,21,22]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Palla rossa 706 TT","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/palla_rossa_706_tt/","[11,12]","Sa80","about 100 plants",true,"1.45 g",,"[21,22,23,24]",,"25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Laura","Potatoes",,"https://www.reinsaat.at/shop/EN/potatoes/laura/",,"Ka11",,false,,"[8,9,10]","[17,18,19]",,,"approx. 5-10 cm cm",,,"25-35 kg/are",,,"end of April - end of Mai","30-40 x 65-75 cm.","JEB, ELB",,,,,,,,,,,,,,,,,,,,,
"Ditta","Potatoes",,"https://www.reinsaat.at/shop/EN/potatoes/ditta/",,"Ka10",,false,,"[8,9,10]","[17,18,19]",,,"approx. 5-10 cm cm",,,"25-35 kg/are",,,"end of April - end of Mai","30-40 x 65-75 cm.","JEB, ELB",,,,,,,,,,,,,,,,,,,,,
"Heiderot","Potatoes",,"https://www.reinsaat.at/shop/EN/potatoes/heiderot/",,"Ka20",,true,,"[8,9,10]","[17,18,19]",,,"approx. 5-10 cm cm",,,"25-35 kg/are",,,"end of April - end of Mai","30-40 x 65-75 cm.","JEB, ELB",,,,,,,,,,,,,,,,,,,,,
"Annabelle","Potatoes",,"https://www.reinsaat.at/shop/EN/potatoes/annabelle/",,"Ka3",,true,,"[8,9,10]","[17,18,19]",,,"approx. 5-10 cm cm",,,"25-35 kg/are",,,"end of April - end of Mai","30-40 x 65-75 cm.","JEB, ELB",,,,,,,,,,,,,,,,,,,,,
"Blaue Anneliese","Potatoes",,"https://www.reinsaat.at/shop/EN/potatoes/blaue_anneliese/",,"Ka25",,true,,"[8,9,10]","[17,18,19]",,,"approx. 5-10 cm cm",,,"25-35 kg/are",,,"end of April - end of Mai","30-40 x 65-75 cm.","JEB, ELB",,,,,,,,,,,,,,,,,,,,,
"Heidemarie","Potatoes",,"https://www.reinsaat.at/shop/EN/potatoes/heidemarie/",,"Ka15",,true,,"[8,9,10]","[17,18,19]",,,"approx. 5-10 cm cm",,,"25-35 kg/are",,,"end of April - end of Mai","30-40 x 65-75 cm.","JEB, ELB",,,,,,,,,,,,,,,,,,,,,
"Agria","Potatoes",,"https://www.reinsaat.at/shop/EN/potatoes/agria/",,"Ka16",,true,,"[8,9,10]","[17,18,19]",,,"approx. 5-10 cm cm",,,"25-35 kg/are",,,"end of April - end of Mai","30-40 x 65-75 cm.","JEB, ELB",,,,,,,,,,,,,,,,,,,,,
"Heraut","Peas","Sugar peas","https://www.reinsaat.at/shop/EN/peas/sugar_pea/heraut/","[5,6,7,8,9,10]","Er19","35 g",false,"235.82 g",,"[11,12,13,14,15]",,"row spacing 30-45 cm or double rows with vertical support with a gap of 60-80 cm in between those; 3 cm within the row",,,,"2 kg/acre","direct outdoors shelling and sugar peas from beginning of March; wrinkled peas from beginning of April",,,,"ADE, AMA, BEK, DBO, RFE, ROS, SAT","180-250 g (variety dependent)",,,,,,,,,,,,,,,,,,,,
"Wunder von Kelvedon","Peas","Wrinkled peas","https://www.reinsaat.at/shop/EN/peas/wrinkled_pea/wunder_von_kelvedon/","[7,8,9,10]","Er10","für 2m²",true,"203.99 g",,"[11,12,13,14,15]",,"row spacing 30-45 cm or double rows with vertical support with a gap of 60-80 cm in between those; 3 cm within the row",,,,"2 kg/acre","direct outdoors shelling and sugar peas from beginning of March; wrinkled peas from beginning of April",,,,"ADE, AMA, BEK, DBO, RFE, ROS, SAT","180-250 g (variety dependent)",,,,,,,,,,,,,,,,,,,,
"Schweizer Riesen","Peas","Sugar peas","https://www.reinsaat.at/shop/EN/peas/sugar_pea/schweizer_riesen/","[5,6,7,8,9,10]","Er16","35 g",true,"238.54 g",,"[11,12,13,14,15]",,"row spacing 30-45 cm or double rows with vertical support with a gap of 60-80 cm in between those; 3 cm within the row",,,,"2 kg/acre","direct outdoors shelling and sugar peas from beginning of March; wrinkled peas from beginning of April",,,,"ADE, AMA, BEK, DBO, RFE, ROS, SAT","180-250 g (variety dependent)",,,,,,,,,,,,,,,,,,,,
"Sweet Horizon","Peas","Sugar peas","https://www.reinsaat.at/shop/EN/peas/sugar_pea/sweet_horizon/","[5,6,7,8,9,10]","Er15","25 g",true,"256.13 g",,"[11,12,13,14,15]",,"row spacing 30-45 cm or double rows with vertical support with a gap of 60-80 cm in between those; 3 cm within the row",,,,"2 kg/acre","direct outdoors shelling and sugar peas from beginning of March; wrinkled peas from beginning of April",,,,"ADE, AMA, BEK, DBO, RFE, ROS, SAT","180-250 g (variety dependent)",,,,,,,,,,,,,,,,,,,,
"Douce Provence","Peas","Shelling peas","https://www.reinsaat.at/shop/EN/peas/shelling_peas/douce_provence/","[5,6,7,8,9,10]","Er18","35 g",false,"219.50 g",,"[11,12,13,14,15]",,"row spacing 30-45 cm or double rows with vertical support with a gap of 60-80 cm in between those; 3 cm within the row",,,,"2 kg/acre","direct outdoors shelling and sugar peas from beginning of March; wrinkled peas from beginning of April",,,,"ADE, AMA, BEK, DBO, RFE, ROS, SAT","180-250 g (variety dependent)",,,,,,,,,,,,,,,,,,,,
"Ambrosia","Peas","Sugar peas","https://www.reinsaat.at/shop/EN/peas/sugar_pea/ambrosia/","[5,6,7,8,9,10]","Er14","40 g",true,"157.77 g",,"[11,12,13,14,15]",,"row spacing 30-45 cm or double rows with vertical support with a gap of 60-80 cm in between those; 3 cm within the row",,,,"2 kg/acre","direct outdoors shelling and sugar peas from beginning of March; wrinkled peas from beginning of April",,,,"ADE, AMA, BEK, DBO, RFE, ROS, SAT","180-250 g (variety dependent)",,,,,,,,,,,,,,,,,,,,
"Norli","Peas","Sugar peas","https://www.reinsaat.at/shop/EN/peas/sugar_pea/norli/","[5,6,7,8,9,10]","Er21","40 g",true,"165.76 g",,"[11,12,13,14,15]",,"row spacing 30-45 cm or double rows with vertical support with a gap of 60-80 cm in between those; 3 cm within the row",,,,"2 kg/acre","direct outdoors shelling and sugar peas from beginning of March; wrinkled peas from beginning of April",,,,"ADE, AMA, BEK, DBO, RFE, ROS, SAT","180-250 g (variety dependent)",,,,,,,,,,,,,,,,,,,,
